date,open,high,low,close,volume
2022-01-03,10.222439530667499,10.360526128631344,10.114632502861667,10.204934741048536,1065846
2022-01-04,10.136032863551605,10.373196969903535,10.089578891305548,10.182146644368423,3347101
2022-01-05,10.09880752398518,10.269242646021803,10.104362798947628,10.220396743784939,3624529
2022-01-06,10.31127308602838,10.337341645311087,10.296071496645801,10.305021538552456,3366752
2022-01-07,10.311989069898692,10.329875897537264,10.165248218761256,10.242235771109332,2623582
2022-01-10,10.193669549322594,10.328117710943173,10.118135869955928,10.276918151539796,4262976
2022-01-11,10.255729275565486,10.445279132108787,10.242376827763007,10.311352208188628,2690175
2022-01-12,10.035220970856148,10.16051880629378,10.047703939645467,10.130437009557482,4909118
2022-01-13,10.399800804568164,10.424503731703918,10.245469249569593,10.289377560098567,2137906
2022-01-14,10.346004270606347,10.41699992168583,10.291350335126113,10.398626655990622,4195499
2022-01-17,10.403638062159976,10.44631570595295,10.27996922473594,10.3555675449567,3276923
2022-01-18,10.297304651806414,10.553505407856228,10.357242515005696,10.369008731914242,4504407
2022-01-19,10.473468278526186,10.601323284065415,10.450720420793633,10.46713893997103,3147664
2022-01-20,10.41706795959906,10.662201544363855,10.339261870291041,10.469435972365474,2097906
2022-01-21,10.277370915595302,10.641618634917014,10.434048243060197,10.47407198274675,2185891
2022-01-24,10.334032516022866,10.353363203744406,10.267448633349462,10.327597448791117,1089727
2022-01-25,10.475548095667243,10.540529131163195,10.291408334406755,10.431502816004956,1888645
2022-01-26,10.307397265388902,10.618217544194101,10.276754298901379,10.482137521820533,3396231
2022-01-27,10.537341212100353,10.66468428296823,10.41449226133952,10.55206783342654,4003673
2022-01-28,10.359388159439588,10.430268961652857,10.303884132808818,10.395356896517418,1199485
2022-01-31,10.54719660279582,10.775423115472595,10.523774563920734,10.638966600591825,3605405
2022-02-01,10.673015365024154,10.87378897950076,10.5376513513754,10.694515995692367,4053835
2022-02-02,10.514993347127138,10.760555872854155,10.636253874336738,10.680729235666305,4955302
2022-02-03,11.002786758103909,11.066704976804457,10.934829787907455,10.980771338711236,2735060
2022-02-04,11.1161641964162,11.045571860234308,10.996738832737826,11.011682507700339,1464526
2022-02-07,10.748429868185363,11.015528465489774,10.764840127213894,10.85802367270135,2699690
2022-02-08,10.835998662134863,10.985213782746966,10.801462412022794,10.84167263382996,1972975
2022-02-09,10.704148328291105,10.635096719207452,10.566343265798583,10.583468514327382,3132763
2022-02-10,10.764141411888959,10.78107946623088,10.70268632604326,10.753611728451098,4728080
2022-02-11,10.691429400956434,10.751997238108926,10.640861103036727,10.7359689250457,1430510
2022-02-14,10.598722752466822,10.733070790427787,10.489102323800916,10.676496622936899,3215640
2022-02-15,10.86657997035008,10.878886333051723,10.667267049395937,10.851139466591459,2091479
2022-02-16,10.662693634971264,10.774765943527326,10.648380013235515,10.674021499037066,4199612
2022-02-17,10.833396336018057,10.914769882975657,10.753580773366952,10.778934811328806,2035082
2022-02-18,10.422215166225284,10.569066612375709,10.301184828542286,10.550534014130184,1489730
2022-02-21,10.5927068246425,10.626513582845249,10.435228824936006,10.502215855080227,1143093
2022-02-22,10.352804551698394,10.527927479068307,10.342134135027358,10.386338483643637,4135896
2022-02-23,10.6602119915684,10.609925871202375,10.489465123284322,10.605691038744203,3106708
2022-02-24,10.806459209957254,10.980806377315758,10.785017912422862,10.869279142802895,2326729
2022-02-25,10.74999207946538,10.897727808132538,10.778811788370144,10.862789291868031,1219362
2022-02-28,10.959878210636665,11.065673886956601,10.959667945242103,11.009820266176169,1581577
2022-03-01,10.93883433272945,11.03746099046554,10.876560280902213,11.022994432340703,1598642
2022-03-02,11.102319600335031,11.241024391000808,11.078241750754598,11.135697524068945,4178472
2022-03-03,11.130035075146244,11.2325807856944,11.065756852060387,11.072644416879173,1318156
2022-03-04,10.978363750913033,11.08770404195852,10.721979932156687,10.88442897858939,4573784
2022-03-07,10.704660117383861,10.72338170102827,10.592118868557078,10.68725333926337,2038528
2022-03-08,10.726007830651595,10.791687702496397,10.764262760207309,10.772589746508665,4872745
2022-03-09,11.06419963239858,11.122417725949354,10.964796335829579,11.104292739895293,2729922
2022-03-10,11.230654658999054,11.227386587492251,11.038466110968532,11.177696524736234,3947530
2022-03-11,11.246194649315859,11.165065002161603,11.052676251696774,11.144887364424175,1959859
2022-03-14,11.41231315391604,11.53338511463556,11.281707369826492,11.441885530331028,2179461
2022-03-15,11.501523164277142,11.615895905320306,11.442672045374165,11.513083891178562,1571729
2022-03-16,11.496308274470616,11.573298596225225,11.451537325978201,11.56585277845057,3621454
2022-03-17,11.659215551459406,11.736656404313385,11.550802480927679,11.639956071361652,1551042
2022-03-18,11.749803287595386,11.792297284649068,11.553160560958306,11.660544135492803,4656285
2022-03-21,11.385408064569898,11.72810927880077,11.517408538553,11.656370275078789,1844591
2022-03-22,11.5193781527261,11.56130076583822,11.491196093513492,11.495883081964802,2069252
2022-03-23,11.553043025135018,11.829516604201082,11.548879639595619,11.604166011711254,2057773
2022-03-24,11.413352120280045,11.760425068132387,11.498280386077907,11.629937260274898,3547096
2022-03-25,11.866999981519184,11.871860030527694,11.797859979950356,11.837296978253665,3119247
2022-03-28,11.816169056197724,11.951187510325054,11.796239195513769,11.824636461754736,1481551
2022-03-29,11.630312751447718,11.673274321302271,11.513927169422155,11.596049234513085,2441338
2022-03-30,11.494130124441407,11.642488963764011,11.50240403410106,11.621128154114524,1476971
2022-03-31,12.103898775384833,12.068629784362564,11.770009174132763,11.900435382860966,3173855
2022-04-01,11.896146630813803,12.184049732869582,11.83755418807887,11.885624129278725,3210308
2022-04-04,11.766523790942935,11.854967715718432,11.736537248415253,11.798908601925557,4174203
2022-04-05,11.812512159206527,11.774615541656448,11.533226084108568,11.670212292817277,1437554
2022-04-06,11.62316195625636,11.638909985616042,11.281374749262401,11.562824189170023,1669474
2022-04-07,11.636997124319791,11.667855629438534,11.412622314215524,11.559972915413113,4716504
2022-04-08,11.54216887893375,11.5052891446429,11.416611140692817,11.435750302246912,1515503
2022-04-11,11.488656408096082,11.721421724603395,11.503737665478724,11.682264230292072,3953943
2022-04-12,11.837851535142873,11.768759102905937,11.632489244499757,11.681844632684928,3361189
2022-04-13,11.703793509291994,11.745691204395264,11.639154969119534,11.736403022639958,4375209
2022-04-14,12.008218048320224,12.136195907888448,11.975480105961157,11.980855009880349,3303424
2022-04-15,12.33031573101673,12.329984322337848,12.097164860224957,12.239953607702043,2370573
2022-04-18,12.179980501658898,12.316088381213724,12.24603550837867,12.24978512413987,4299619
2022-04-19,12.371405628110285,12.421608450530329,12.049793698645573,12.340021875840257,4779486
2022-04-20,12.567425841184436,12.651035714684783,12.405923272705353,12.491192737129097,1226723
2022-04-21,12.500022439275314,12.522359606150003,12.303391104668204,12.504208330871103,1606663
2022-04-22,12.329985253191856,12.368894552411529,12.161473618030948,12.281386267506022,2352997
2022-04-25,12.260299010747664,12.434636309233689,12.275880931904954,12.419862153893517,2823878
2022-04-26,12.475944261960795,12.65882728082494,12.364999519960323,12.596070623960516,4247029
2022-04-27,12.584709706839574,12.942511590931442,12.542761072764097,12.701583187762388,2790192
2022-04-28,12.641236444690113,12.717090060255869,12.479564175229882,12.603818391169906,3354082
2022-04-29,12.994247743741903,12.775999204679039,12.539355358964203,12.616471118695308,1632222
2022-05-02,12.595883801608553,12.607357459245938,12.562761141769304,12.569454928676294,2764322
2022-05-03,12.55156259270265,12.636187326275138,12.524458543196186,12.566428189440725,2710564
2022-05-04,12.799819088584789,12.956680169816718,12.616840164413121,12.806427017456132,1845579
2022-05-05,13.190453080244234,13.303963834847657,13.063724419580682,13.087503137741127,1292215
2022-05-06,13.313006865044006,13.314441370919791,13.108639990466019,13.23740506150668,3221148
2022-05-09,13.24699424011532,13.37289208026721,13.242877177881386,13.369649630210441,2355237
2022-05-10,13.633986741234958,13.670143770627337,13.505743068490924,13.523953380537945,4318058
2022-05-11,13.56482122411652,13.617769425557022,13.483383877496792,13.567418719763168,2056073
2022-05-12,13.689782470103536,13.704651587831872,13.479315705613175,13.600668953549997,4923758
2022-05-13,13.320040559406799,13.632839970837606,13.35219593486546,13.536516257710334,4562925
2022-05-16,13.404098072009768,13.704621583400645,13.342656867266376,13.572914649503481,4477255
2022-05-17,14.059730043718124,14.072179620071445,13.948101194431302,13.992917455594425,3934653
2022-05-18,13.98276084227853,14.235076393338995,14.148593410718153,14.187133782578131,4709307
2022-05-19,14.220705938482858,14.446465705390178,13.967710309600694,14.17650168023477,4804483
2022-05-20,14.182089676531701,14.183446178106003,13.92303312536313,14.143828315805333,4069236
